Month,Day,Critical,Dry,Below Normal,Above Normal,Wet
1,1,0.080262048,0.00227212,0.002936279,0.196828547,0.003885326
1,2,0.047548892,0.002342032,0.002854715,0.196730671,0.004002427
1,3,0.004908856,0.005243355,0.002854715,0.196437043,0.003588202
1,4,0.00576527,0.005662823,0.002854715,0.195898726,0.00575196
1,5,0.005676805,0.006082292,0.002854715,0.196437043,0.007207865
1,6,0.005880086,0.003670348,0.002854715,0.194136958,0.004248865
1,7,0.006474871,0.06281539,0.002854715,0.15997825,0.003186212
1,8,0.007434808,0.160621435,0.002854715,0.208965166,0.002922296
1,9,0.008752369,0.173240442,0.002773152,0.301947324,0.002212696
1,10,0.0543588,0.170234252,0.003017842,0.33326763,0.001973249
1,11,0.084248611,0.198897925,0.003099405,0.381226848,0.001691856
1,12,0.126862297,0.261119068,0.002936279,0.370949873,0.00250108
1,13,0.182444546,0.259021726,0.002854715,0.279435854,0.009686224
1,14,0.304206,0.254477485,0.002854715,0.250073067,0.002252895
1,15,0.36626312,0.254861998,0.002854715,0.251051827,0.002812186
1,16,0.301232076,0.251757932,0.002854715,0.251541206,0.002834907
1,17,0.280282857,0.244738828,0.002854715,0.251541206,0.040684937
1,18,0.298916934,0.247136788,0.002854715,0.25291147,0.066312708
1,19,0.3015897,0.248430149,0.002854715,0.253694477,0.11076587
1,20,0.303133129,0.248744751,0.011011045,0.253694477,0.129538828
1,21,0.29929338,0.248849618,0.017372982,0.127434494,0.132753004
1,22,0.299443958,0.250377182,0.017454545,0.037241801,0.133969462
1,23,0.301495589,0.252775143,0.017617672,0.036165166,0.133029154
1,24,0.203713744,0.250405146,0.017862362,0.03631198,0.149328996
1,25,0.206442978,0.243256706,0.015415463,0.036556669,0.165490763
1,26,0.218244559,0.247241656,0.002202209,0.036018352,0.16602209
1,27,0.268914189,0.190473601,0.002283772,0.035724724,0.168299454
1,28,0.348720737,0.15611215,0.002365336,0.035675786,0.168175361
1,29,0.388887524,0.164606384,0.002365336,0.17813424,0.124237796
1,30,0.421073655,0.165060808,0.002365336,0.267201359,0.095381867
1,31,0.474265473,0.159747542,0.002202209,0.166389125,0.095789101
2,1,0.523015228,0.061556985,0.002202209,0.035235344,0.09553742
2,2,0.546976015,0.028663673,0.002283772,0.035235344,0.093946935
2,3,0.509858441,0.042995509,0.003017842,0.041744095,0.094333196
2,4,0.425063983,0.041247724,0.003099405,0.050210365,0.094114723
2,5,0.320524933,0.041072946,0.003099405,0.048301784,0.094799854
2,6,0.167838442,0.130279888,0.009787596,0.027013764,0.060763491
2,7,0.109370734,0.208720476,0.013050127,0.010276975,0.038129676
2,8,0.109282269,0.210188615,0.013050127,0.010276975,0.026113655
2,9,0.104023319,0.209209856,0.012234494,0.047959218,0.005807889
2,10,0.096597922,0.209139944,0.00717757,0.096897196,0.005612137
2,11,0.0966638,0.212320913,0.004649108,0.062640612,0.005328996
2,12,0.095013084,0.215397014,0.003751912,0.037192863,0.005788664
2,13,0.092490896,0.208615609,0.002773152,0.384652506,0.005178687
2,14,0.089355101,0.207077558,0.002691589,0.44386746,0.005040612
2,15,0.04000115,0.207077558,0.002528462,0.511401869,0.005636606
2,16,0.006230181,0.207077558,0.002120646,0.560339847,0.008239058
2,17,0.005373766,0.2064134,0.002120646,0.562786746,0.030350285
2,18,0.006079603,0.20592402,0.002202209,0.573063721,0.087502852
2,19,0.006945428,0.206273577,0.002202209,0.579425658,0.087960772
2,20,0.005957258,0.2174594,0.20040102,0.560628581,0.0878594
2,21,0.005402,0.239062022,0.411649958,0.561186474,0.152803593
2,22,0.004762042,0.238782377,0.427146984,0.560985828,0.22636786
2,23,0.004385596,0.23769875,0.427962617,0.561416483,0.270109674
2,24,0.063429266,0.238048307,0.422171623,0.352451317,0.324478019
2,25,0.106289524,0.238397864,0.415646559,0.178623619,0.275893094
2,26,0.107117705,0.157300643,0.467847069,0.203092608,0.18240233
2,27,0.149129077,0.058725573,0.499493628,0.207497026,0.231974754
2,28,0.173108686,0.059424687,0.497943925,0.191836873,0.329702148
2,29,0.175292072,0.069352106,0.500472387,0.192815633,0.303397985
3,1,0.172694595,0.186771793,0.503898046,0.192815633,0.157180046
3,2,0.129951036,0.252624833,0.690841121,0.193794393,0.065181891
3,3,0.139042206,0.260339556,0.843527613,0.228540357,0.084140114
3,4,0.204054428,0.243518874,0.874358539,0.258881903,0.144394999
3,5,0.196246938,0.27199029,0.958368734,0.154790824,0.15028853
3,6,0.197069473,0.288429955,0.867017842,0.106391164,0.148610657
3,7,0.196222469,0.279149217,0.694103653,0.273788411,0.147561986
3,8,0.242487681,0.443238257,0.65740017,0.302172438,0.189264134
3,9,0.274826273,0.567680544,0.658215803,0.303660153,0.267440806
3,10,0.38049466,0.566631873,0.664740867,0.305617672,0.340914189
3,11,0.475125652,0.494273577,0.748751062,0.483331045,0.38884719
3,12,0.506668061,0.426809079,1.08642311,0.628285336,0.415465955
3,13,0.562333129,0.628503459,1.192455395,0.605671096,0.387459449
3,14,0.677179269,0.829149169,1.211214953,0.604212744,0.385168103
3,15,0.805754395,0.8857774,1.31480034,0.579205438,0.339648792
3,16,0.916725025,0.935414492,1.352319456,0.554227494,0.417834203
3,17,0.968764917,0.942405632,1.353135089,0.610863415,0.515724141
3,18,1.044415502,0.958485253,1.353950722,0.654540561,0.573516398
3,19,1.105606797,0.98784804,1.354766355,0.76713706,0.654239592
3,20,1.159564682,1.042029372,1.353135089,0.821433747,0.681461342
3,21,1.155367309,1.089569122,1.351503823,0.954290569,0.618226484
3,22,1.197305274,1.108095643,1.352319456,1.146127443,0.627557908
3,23,1.213379518,1.061429785,1.343347494,1.247918437,0.699994854
3,24,1.202481406,1.014728972,1.334375531,1.15151062,0.740733973
3,25,1.232973531,1.011443136,1.404519966,1.036995752,0.711855322
3,26,1.298239854,1.022244447,1.428988955,1.120190314,0.733541838
3,27,1.335103327,1.047062993,1.481189465,1.253790994,0.792783008
3,28,1.360720476,1.236522879,1.552149533,1.453947324,0.869208399
3,29,1.427407882,1.392774851,1.519524214,1.637954121,0.899480034
3,30,1.430739429,1.428394708,1.557043331,1.995690739,0.920231484
3,31,1.386017646,1.599572764,1.663075616,2.084268479,0.93278058
4,1,1.307961571,1.781342396,1.660628717,2.085247239,1.048164098
4,2,1.33504686,1.899492657,1.597824979,2.115588785,1.069401432
4,3,1.388502189,1.868032528,1.693254036,2.129780799,1.06379279
4,4,1.407493889,1.892851074,1.769923534,2.169909941,1.127697051
4,5,1.529989412,1.957868673,1.707119796,2.088183517,1.085007404
4,6,1.656738775,1.992125258,1.517892948,1.988839422,1.1185841
4,7,1.700030063,2.006806651,1.506474087,1.984924384,1.201091783
4,8,1.75305248,2.069377352,1.672863212,2.025053526,1.24407331
4,9,1.804531469,2.0893021,1.663075616,2.045607477,1.261026824
4,10,1.821810339,2.154669256,1.648394223,1.947242141,1.277281223
4,11,1.85497523,2.12635514,1.655734919,1.913964316,1.398927054
4,12,1.886935494,2.020089817,1.642684792,1.919347494,1.418502245
4,13,1.940390824,1.954373104,1.658997451,1.930603229,1.389139459
4,14,1.991022809,1.964510256,1.689175871,1.916900595,1.421648258
4,15,1.961283576,1.883063479,1.684282073,1.854259983,1.424269936
4,16,1.890511731,1.920815633,1.692438403,1.9942226,1.431261075
4,17,1.824633684,1.942138609,1.601903144,1.956050977,1.442796456
4,18,1.858137377,1.879218352,1.52115548,1.8611113,1.446466804
4,19,2.016056467,1.804413157,1.520339847,1.873835174,1.451185824
4,20,2.023020718,1.765961889,1.601087511,1.912006797,1.440174778
4,21,2.009167505,1.834475058,1.610059473,1.923751912,1.445592912
4,22,1.934179465,1.920466076,1.59537808,1.895857264,1.413958005
4,23,1.863614666,1.94318728,1.663075616,1.906623619,1.451185824
4,24,1.742794327,1.933050127,1.645947324,1.921305013,1.50379415
4,25,1.633248546,2.042111907,1.606796941,1.824897196,1.586813934
4,26,1.548604666,1.980589877,1.575802889,1.648231096,1.651132419
4,27,1.477268152,1.778895497,1.557043331,1.735340697,1.698672169
4,28,1.475574145,1.878169681,1.61740017,1.835174172,1.819444107
4,29,1.453363832,2.042111907,1.685913339,1.787214953,1.87712101
4,30,1.605259787,2.090001214,1.667153781,1.823918437,1.954722661
5,1,1.739443958,2.146979002,1.667969414,1.906623619,1.949479306
5,2,1.824163127,2.14837723,1.636975361,1.981009346,1.901589999
5,3,1.850759035,2.188226727,1.495870858,2.03826678,1.952974876
5,4,1.851380171,2.222832868,1.501580289,2.156207307,2.019390703
5,5,1.823316123,2.209549703,1.484451997,2.227656754,1.990377473
5,6,1.724611986,2.232270907,1.469770603,2.272679694,1.978667314
5,7,1.728639958,2.222832868,1.500764656,2.296169924,1.997019056
5,8,1.71252807,2.204306348,1.542361937,2.260934579,1.971501396
5,9,1.733100843,2.170049763,1.621478335,2.212485981,2.047879597
5,10,1.761989308,2.154319699,1.655734919,2.222762957,2.13212283
5,11,1.794536828,2.165155966,1.715276126,2.189974511,2.179313023
5,12,1.744827135,2.164107295,1.76584537,2.156207307,2.195217866
5,13,1.757249853,2.164806409,1.89797791,2.199272727,2.188051948
5,14,1.77720149,2.208850589,1.980356839,2.233039932,2.15536837
5,15,1.715276126,2.176341789,1.996669499,2.277573492,2.178264352
5,16,1.671702503,2.171447991,2.009719626,2.283935429,2.103633936
5,17,1.702759297,2.199062993,2.057841971,2.284424809,2.070950358
5,18,1.703982746,2.208850589,2.098623619,2.283935429,2.116917102
5,19,1.718287694,2.157116155,2.207918437,2.288339847,2.200985556
5,20,1.826327691,2.240660274,2.238096856,2.294701784,2.229998786
5,21,1.886370825,2.200111664,2.221784197,2.289807986,2.25743901
5,22,1.891829292,2.084408302,2.172030586,2.319170773,2.304279646
5,23,1.905004902,2.093496784,2.01624469,2.356853016,2.329622527
5,24,1.939449709,2.050850831,2.048054376,2.379364486,2.334166768
5,25,1.909145807,2.062386212,2.078232795,2.391109601,2.353217623
5,26,1.864536958,2.17039932,2.035004248,2.410195412,2.379434397
5,27,1.79922358,2.253244326,2.102701784,2.409706032,2.353392402
5,28,1.816728318,2.298337177,2.154086661,2.407748513,2.326301736
5,29,1.809387622,2.261633693,2.165505523,2.409216653,2.321058381
5,30,1.752167832,2.240660274,2.147561597,2.412642311,2.327525185
5,31,1.768919678,2.23541692,2.113305013,2.397960918,2.351469839
6,1,1.738804,2.233669135,2.056210705,2.390130841,2.361082656
6,2,1.780589504,2.225978881,1.948547154,2.377896347,2.354091516
6,3,1.897287759,2.223531982,1.881665251,2.34804418,2.295016385
6,4,1.918180511,2.183682486,1.966491079,2.366640612,2.258837238
6,5,1.951495981,2.170748877,1.955072218,2.379364486,2.200810778
6,6,1.917804065,2.172147105,1.932234494,2.350980459,2.152397136
6,7,1.959966015,2.181585144,2.050501274,2.367619371,2.18665372
6,8,2.010221554,2.192770967,2.218521665,2.39208836,2.233843913
6,9,2.062359323,2.19941255,2.272353441,2.404812234,2.269848283
6,10,2.10997974,2.197664765,2.320475786,2.373491929,2.275441194
6,11,2.147247892,2.23996116,2.267459643,2.341192863,2.282781891
6,12,2.150447683,2.272819517,2.135327103,2.316723874,2.309173443
6,13,2.145553885,2.318611482,2.088836024,2.388662702,2.338011895
6,14,2.154965035,2.387474208,2.09617672,2.495347494,2.381182182
6,15,2.156659042,2.384677752,2.051316907,2.537923534,2.353916737
6,16,2.105838834,2.385376866,2.012166525,2.542817332,2.328923413
6,17,2.086451866,2.3745406,2.076601529,2.550647409,2.403553829
6,18,1.975400301,2.363354776,2.226677995,2.544774851,2.533239471
6,19,1.952437096,2.367899017,2.235649958,2.492900595,2.517858963
6,20,1.964483367,2.365801675,2.265012744,2.465984707,2.501954121
6,21,1.976529639,2.355664522,2.233203059,2.405790994,2.515237286
6,22,1.989705248,2.339934458,2.195683942,2.350001699,2.557533681
6,23,1.939073263,2.31651414,2.116567545,2.43760068,2.586896468
6,24,1.903122672,2.318611482,2.065182668,2.54868989,2.604549096
6,25,1.909898699,2.339934458,2.04642311,2.589308411,2.596509285
6,26,1.944719953,2.298686734,2.132064571,2.59175531,2.578681879
6,27,1.974835632,2.304279646,2.237281223,2.593223449,2.531841243
6,28,2.044854585,2.314766355,2.330263381,2.624054376,2.514538172
6,29,2.059743023,2.411244083,2.343313509,2.668587935,2.52292754
6,30,2.027029867,2.465425416,2.375123195,2.684737468,2.521179755
7,1,1.977546043,2.471717441,2.455055225,2.735632965,2.532715135
7,2,2.01502124,2.471367884,2.486864911,2.76988955,2.542502731
7,3,2.040901902,2.457385605,2.516227698,2.667609176,2.512091273
7,4,2.104709496,2.438509528,2.449345794,2.575116398,2.528170895
7,5,2.071958696,2.450744022,2.390620221,2.604479184,2.539007161
7,6,2.048807267,2.443403326,2.388173322,2.631395072,2.588819031
7,7,2.070829358,2.417885666,2.377570093,2.649502124,2.606646438
7,8,2.093227894,2.420682122,2.389804588,2.65831096,2.604723874
7,9,2.090592772,2.500031557,2.402854715,2.667119796,2.549668649
7,10,2.093980786,2.552115548,2.375123195,2.686694987,2.451617915
